Protein IDs	Reporter intensity 1 PNNL SC Chip 1 C	Reporter intensity 2 PNNL SC Chip 1 C	Reporter intensity 3 PNNL SC Chip 1 C	Reporter intensity 4 PNNL SC Chip 1 C	Reporter intensity 5 PNNL SC Chip 1 C	Reporter intensity 6 PNNL SC Chip 1 C	Reporter intensity 7 PNNL SC Chip 1 C	Reporter intensity 8 PNNL SC Chip 1 C	Reporter intensity 9 PNNL SC Chip 1 C	Reporter intensity 10 PNNL SC Chip 1 C
Q96CS3	0	0	0	0	0	0	0	0	0	0
Q96CW1	580.14	877.19	540.61	452.84	867.5	1184.8	0	628.24	0	20189
Q96DI7	0	0	0	0	0	0	0	0	0	0
Q96EP5	435.29	2125.7	746.32	8861.1	7944.5	699.59	879.42	1628.5	0	61409
Q96EY1	0	0	0	0	0	0	0	0	0	0
Q96FJ2	1030.9	1418.9	3244.9	1898.1	2840.5	2305.1	4075.9	4441.2	564.7	117890
Q96FW1	558.94	874.4	596.78	812.84	1271.8	1058.9	449.79	843.14	0	24989
Q96HC4	532.06	863.37	282.41	346.3	434.17	598.53	450.18	856.42	0	29180
Q96HE7;Q86YB8	1349.9	2170.4	686.63	1473.9	2302.9	2368.9	1945.3	2975.8	0	94462
Q96I24	465.77	812.86	867.27	800.17	1153.9	602.67	576.58	461.29	0	11454
Q96I99	901.78	2513.1	2414.4	2062.6	2377.3	2204.2	1916.1	4225.2	0	149820
Q96IX5	0	720.53	870.8	475.9	769.33	1414.8	495.85	1437	0	57021
Q96JB3	2180.3	2158.2	947.8	1114.7	0	667.73	1401.8	2483.5	0	94643
Q96K17	0	0	0	0	0	0	0	0	0	0
Q96K80	2600.8	6520.4	4349.7	9867.4	5084.2	4587.1	5108.5	13835	0	449390
Q96M86	0	0	0	0	0	0	0	0	0	0
Q96P70	0	0	0	0	0	0	0	0	0	0
Q96PK6	1198.5	1896.2	2200.8	1455.9	2272.6	3233.6	9497.9	5096.1	0	159710
Q96PU5	476.86	3369.1	1006.8	1871.8	2232	1479.3	884.95	805.04	0	33315
Q96QD8	0	915.94	0	0	0	483.12	633.21	598.05	0	33884
Q96QK1	3648.4	6575.7	3036.8	5234.6	3472.3	4376.8	4283.6	5122.4	0	147430
Q96QV6;Q8IUE6;P16104	0	0	0	0	0	0	0	0	0	0
Q96S97	1441	1596	982.05	1680.6	1375.1	1046.2	511.7	1125.4	0	38785
Q96TA1	1066.2	749.23	1131.1	846.9	366.65	1219.5	764.31	1193.4	0	42042
Q99439;Q15417	348.19	1685.8	1151.4	493.76	1789.9	2491.1	5984.3	3475.7	0	106400
Q99460	0	0	0	0	0	0	0	0	0	0
Q99497	2711.6	8581.9	4412.6	7356.7	5449.7	3019.5	3122.1	8732.3	372.22	247060
Q99536	2129.5	4412.5	1164.3	5685.9	19230	2689.1	1541.1	3024.6	0	92984
Q99623	7609.3	9658.7	6576.1	5566.1	9737.5	10536	7398.1	14688	0	463320
Q99700	0	0	0	0	0	0	0	0	0	0
Q99715	925.4	1315.3	1512.1	1326.7	1160.4	1124.3	2078.7	496.4	0	32734
Q99729	8129.1	11900	10756	8182.9	10435	11610	9707.1	24139	272.08	887750
Q99757	940.74	1558.3	1548.2	1324	996.17	1590.9	2017.4	1539.5	0	56514
Q99798	8987.7	12535	10802	12747	16013	14322	15305	28622	764.1	1005700
Q99805	1147.8	1737.9	1630.7	3033.6	2764.5	3301.8	1631	2323.7	0	38010
Q99829	1330.8	1754.5	1474.8	1110.4	1936	1831.7	1088.1	1806.4	0	63466
Q99832	6606.4	11926	9085.6	9470.6	8871.9	9414.7	10281	13175	0	393730
Q99873;Q9NR22	2508.1	4101.5	4110.1	2712.9	2477.8	5311.9	4262.4	6460.3	0	232560
Q99880;Q8N257;Q96A08	143830	240630	222280	180600	179480	252900	80081	197380	3517.9	6358300
Q9BR76	1585.6	2486.6	2607	1971.8	3575.2	3137.1	2667.4	4937.6	0	142740
Q9BS26	0	462.32	476.76	337.98	387.27	418.3	1012	458.95	0	13426
Q9BSJ8	0	0	0	0	0	0	0	0	0	0
Q9BT78	1040.5	1582.2	1238.7	1651	1269.7	1752.2	849.41	533.93	0	22065
Q9BTT0	1051.2	1808.8	2053.5	2506.7	1979.6	2051	3435.8	2497.7	0	91844
Q9BU70	346.86	794.74	558.2	0	1063.2	302.16	749.93	1032.3	0	66212
Q9BUJ2	0	0	0	0	0	0	0	0	0	0
Q9BUN8	2218.6	2568.1	2068.3	1201.2	1131.4	2505.8	1964.8	2674.7	0	110140
Q9BV35	0	0	0	0	0	0	0	0	0	0
Q9BV40	458.99	875.1	1088.4	830.04	1521	1601.4	725.1	2759	0	50772
Q9BWH2	0	0	0	0	0	0	0	0	0	0
Q9BWJ5	1954.9	3496.1	2698.3	2611.6	3478.1	2398.1	1506	1435.5	0	67217
Q9BWM7	3155.2	5719.7	5784	4130.2	9425.9	14992	4724.8	6783	0	253810
Q9BXP5	668.14	1707.9	1786.8	2202.6	1822	1980	1954.3	2559.9	0	94183
Q9BY67	633.36	1459	1044.8	643.02	845.57	679.83	846.51	2436.5	0	43996
Q9BZH6	0	0	0	0	0	0	0	0	0	0
Q9BZQ8	0	0	0	0	0	0	0	0	0	0
Q9BZZ5	0	0	470.95	0	396.69	0	597.03	352.91	0	15764
Q9C005	0	0	0	0	0	0	0	0	0	0
Q9GZM7	966.25	1638.7	2117.9	1589.6	3052.9	1555.1	652.4	1076.2	0	30195
Q9GZZ1	527.08	611.08	534.6	0	616.69	452.06	369.17	786.63	0	20696
Q9H0A0	0	0	0	0	0	0	0	0	0	0
Q9H0R8;O95166	0	672.08	291.84	796.93	298.8	0	0	674.91	0	24192
Q9H1E3	662.07	512.27	807.04	684.08	1328.4	1228.5	681.23	1716	0	49901
Q9H223	0	0	0	0	0	0	0	0	0	0
Q9H299	959.13	444.8	1330.8	1063	1060.3	1180	630.66	1388.6	0	53766
Q9H307	0	0	0	0	0	0	0	0	0	0
Q9H444	360.13	600.32	518.24	0	399.64	544.24	612.6	1283.6	0	46035
Q9H4G4	282.05	1093.1	1976.7	752.15	2208.2	3154.8	1253.4	2223.9	0	74625
Q9H4M9;Q9NZN3;Q9NZN4	3037.8	5402.2	5943.7	4204.3	7666	3542.2	3310.7	4474	0	154890
Q9H792	0	0	0	0	0	0	0	0	0	0
Q9H8Y8	325.87	718.33	684.55	0	684.24	2048.6	415.18	372.64	0	17508
Q9H910	0	0	0	0	0	0	0	0	0	0
Q9HAV7	0	0	0	0	0	0	0	0	0	0
Q9HB71	3114.7	5921.2	3939.4	4594.7	3640.4	3704.5	3762.6	5565.8	444.52	224610
Q9HD45	1000.4	1541.8	722.57	1150.5	1458.1	1776.9	2100.2	3803.7	0	126050
Q9NP72	0	0	415.46	579.22	351.32	575.01	418.29	353.44	0	15258
Q9NQC3	1882	2540.6	2269.4	1314.9	1920.9	1924.7	2301.2	4797.9	0	139260
Q9NQG5	0	274.24	391.49	344.16	668.23	0	0	0	0	2662.9
Q9NQW7	0	0	0	0	0	0	0	0	0	0
Q9NR30	3017.5	4807.5	4625.4	3693.2	5206.2	5414.1	3055.9	3597.3	350.14	117400
Q9NR31;Q9Y6B6	1046.4	1506.7	1706.5	1245.8	1216.2	1531.9	413.5	2377.2	0	63913
REV__Q9UNY4;Q9NRD9	3984.6	4344.7	2797	2557.4	3362.7	2611.7	2160.3	7011.1	0	224510
Q9NRP0	950.07	968.9	1207.2	946.15	1536.5	1251.9	1810.4	1027.2	0	29725
Q9NSD9	329.5	1030.8	345.88	3186.4	677.39	681.2	398.48	477.87	0	16993
Q9NTK5	600.46	2958.6	2218	1593.6	2540.6	2053.6	1829.6	2264.8	0	57077
Q9NVA2;Q14141;Q9P0V9;Q92599	3502.6	1743.8	2965.9	1443.2	1714.9	1757.3	705.16	2509.8	0	66220
Q9NX63	540.14	1178.9	434.82	1618.9	1415.4	1170.5	369.33	2115.5	0	60602
Q9NY12	601.07	1547.1	1556.6	1570	1738.9	1348.9	1158.3	754.49	0	38999
Q9NYF8	506.59	1207.6	1493.1	1656.3	1705.6	1088.9	867.95	4153.3	0	88407
Q9NYU2;Q9NYU1	1605.4	3008.1	2156.7	1778.6	2894.1	2842.9	1694.8	3527.2	0	114620
Q9NZ01	2342.8	4375.7	3982.7	6655.1	6582.1	4010.4	1883.2	3773.4	256.39	90889
Q9NZJ7	0	0	0	0	0	0	0	0	0	0
Q9NZM1	4638.7	8555.9	5460	7215.3	8399.2	7707.3	6940.2	10954	437.85	315440
Q9NZT1	0	0	0	0	0	0	0	0	0	0
Q9P258	6016.9	4660.6	5456.1	4845.4	5650.7	6061.1	5178.9	4927	0	187500
Q9P2E9;REV__Q9P2M7;Q8N4C6	6029.7	7461.5	5596	5055.1	6415.9	7208.2	7371.6	16282	345.16	514940
Q9P2J5	0	0	0	0	0	0	0	0	0	0
Q9P2K5	1252.3	1431.8	1533.2	1893.2	1562.5	1604.4	2367.3	1511.8	0	40076
Q9P2R7	548.96	835.33	1868.6	942.61	1261	1139.8	1719.7	1260	0	34229
Q9UBG0	419.15	516.16	945.09	489.8	442.89	1015.7	395.35	721.78	0	15162
Q9UBQ0	665.63	684.88	1175.8	380.54	458.38	1184.9	902.71	1273.2	0	59806
Q9UBR2	1253.5	3943	3163.3	3214.2	3769.8	4302.4	3109.2	5078.8	0	236620
Q9UBS4	2921.8	3047.7	2566.4	2785.4	1362.8	2755.6	2252.8	5292.1	332.93	135060
Q9UBT2	1041.9	1563	1144.2	811.12	2194.4	1461.8	952.29	2205.7	0	55099
Q9UBX7	1427.2	1231.7	5630.3	846.33	1669.5	1246.5	1653	3878.4	367.71	108170
Q9UG63	0	0	0	0	0	0	0	0	0	0
Q9UGI8	0	0	0	0	0	0	0	0	0	0
Q9UGP8	0	0	0	0	0	0	0	0	0	0
Q9UHA4	0	0	0	0	0	0	0	0	0	0
Q9UHB6	277.43	315.53	356.89	0	0	548.51	628.87	546.9	0	29192
Q9UHD8	0	0	0	0	0	0	0	0	0	0
Q9UHV9	0	0	0	0	0	0	0	0	0	0
Q9UHX1	1916	3496.4	2217.6	2356.5	3088.2	3737.2	5200.1	7909.8	0	277250
Q9UI15	1641.2	1750.9	1415.5	1391.8	1673	2103.7	1012.8	1379.7	0	51515
Q9UII2	1688.8	3066.8	2083.5	2681.4	1491.1	2188.6	1874.4	3248.9	0	141720
Q9UIJ7	0	2525.6	1617.7	1770	2232.1	1155.7	1240.7	2641.7	0	77141
Q9UKM9	1468.3	2507.3	1973	3529.3	3496.8	4344.8	2443.4	5603.8	0	169200
Q9UKV3	779.83	1128.1	4360.6	1062.6	1763.6	1239.1	670.78	1344.2	0	56956
Q9UL46	341.07	526.73	789.03	0	321.88	539.17	374.75	0	0	4479.2
Q9ULV4	2763.1	3492.1	3896.3	2867	4440.8	3374	3407.8	6208.9	0	189550
Q9UM00	480.36	0	638.65	591.23	1122.5	871.05	349.41	374.32	0	6481.1
Q9UMS0	0	543.21	453.55	583.15	675.96	817.1	752.25	709.08	0	13274
Q9UMS4	1736.2	3788.9	2757.3	2047.6	1262.1	2327.1	2509.6	4374.9	0	117670
Q9UN86	0	0	0	0	0	0	0	0	0	0
Q9UNF0	1028.8	1016.8	882.67	1267.8	1020.1	833.9	484.61	2178.4	0	32202
Q9UNH7	754.15	1033.9	1226.2	727.38	2146.6	897.98	540.8	1523.3	0	33626
Q9UNL2	0	0	0	0	0	0	0	0	0	0
Q9UNM6	997.92	1054.3	714.5	533.58	544.13	394.93	845.69	1505.4	0	54400
Q9UNZ2	0	0	0	0	0	0	0	0	0	0
Q9UPN3	0	0	0	0	0	0	0	0	0	0
Q9UQ80	6238.4	10554	10677	8014.8	10295	14629	7501.3	17043	0	575750
Q9UQE7	997.45	2170.2	1722.9	2601.5	2728	1947.5	833.95	840.39	0	24155
Q9Y224	0	0	0	0	0	0	0	0	0	0
Q9Y230	1461.2	2894.1	2416.3	2395.8	2243.5	3698.1	2444.8	5230.3	0	119000
Q9Y262	3064.3	5510.6	4703	4034.2	3918.4	4272.3	5006.9	7214.2	0	203450
Q9Y265	608	1178.8	862.64	439.08	1078.3	1578.1	910.14	1793	0	56866
Q9Y266	0	0	0	0	0	0	0	0	0	0
Q9Y277	2843.6	6907.6	5461.1	14719	5826	8156.2	8140.1	13798	0	466920
Q9Y285	0	0	0	0	0	0	0	0	0	0
Q9Y2B0	348.1	1879	1580.8	1318.3	2150.6	2746.5	2325.1	5544.9	0	149040
Q9Y2V2	0	0	0	0	0	0	0	0	0	0
Q9Y2W1	456.16	948.94	934.38	351.51	870.33	1884.2	407.49	2631.8	0	37615
Q9Y2X3	1259.5	4943.6	4780.6	5220	5703.5	8897.2	3783.1	4126.1	0	143910
Q9Y383;Q9NQ29	1002.2	1419.4	1095.3	1083.7	888.75	1326.6	2137.7	1496.9	0	80632
Q9Y3B3	677.28	703.65	1238.9	726.59	1212.7	1003.8	697.95	955.7	0	27072
Q9Y3D6	915.73	1402.5	1482.3	1310.7	1436.6	11268	1070.2	2038.9	0	50964
Q9Y3E0	0	0	0	0	0	0	0	0	0	0
Q9Y3E5	0	0	0	0	0	0	0	0	0	0
Q9Y3F4	1434	2252.3	1890.5	1660.2	1538.1	1282.9	2639.2	3623.3	0	137050
Q9Y3I0	2175.9	4998	3774.6	2374.3	1460.7	3261.1	4266.1	5126.8	0	167400
Q9Y3U8	751.39	1632.5	848.8	1340.9	424.14	2624.4	1155.6	2167.8	0	84254
Q9Y3Z3	0	0	0	0	0	0	0	0	0	0
Q9Y490	11159	16291	16568	14369	17209	19920	14691	23658	0	774360
Q9Y4L1	2201.3	1511.5	2450.3	2503.4	2894.7	2814.8	3503.7	5115.7	0	144070
Q9Y512	577.53	857.21	1718.2	1314.7	2318.6	4088.3	1380.1	1397	0	30457
Q9Y5B9	1748	2254.6	1442	1482.2	2547.8	2768.5	928.52	2673.4	0	65775
Q9Y5K6	615.05	934.36	1051.5	978.45	1012	754.12	467.97	880.98	0	23126
Q9Y5L4	7745.9	8589.6	9342.1	9916.1	11121	10950	11871	1925.1	864.58	27180
Q9Y5M8	650.82	982.85	487.33	710.89	988.5	730.06	766.23	1278.5	0	37318
Q9Y5S9	917.77	2104.8	595.06	1636.6	940.27	716.02	1370.8	2677.9	0	117340
Q9Y617	7650.2	12218	10012	10373	7635.1	9199.3	11049	8891.1	0	280240
Q9Y666	0	0	0	0	0	0	0	0	0	0
Q9Y678	919.78	1273.6	863.37	731.4	1027.3	646.41	627.08	1128.8	0	39497
Q9Y696	708.11	2783.6	1948.6	1558	3968.1	4181.6	2202.2	3505.2	0	90124
Q9Y6C9	905.63	1529	1313.7	3879.6	4370.1	2192.2	1036.7	3549.9	0	134240
Q9Y6G9	862.2	1588.7	2163.2	1468.1	2856	1870.1	1063.6	1550.8	0	27692
Q9Y6K9	1069.8	827.9	677.86	703.03	569.64	863.43	1411.4	1612.8	0	75391
REV__O15360	0	352.83	278.58	0	0	541.96	0	617.9	0	24768
REV__O60437	378.92	5193.4	1338.8	15605	31600	5498.8	2727.7	3493.9	0	115480
REV__O60506	0	0	0	0	0	0	0	0	0	0
REV__P33991	0	0	0	0	0	0	0	0	0	0
REV__P35052	653.74	4465.1	4909	1784.7	3097.4	757.67	772.92	1596.9	0	42406
REV__P98196;REV__Q9Y2G3	3168.2	4199.8	2339.9	1870.4	3215.9	3000.2	4547.5	11860	420.81	381330
REV__Q14C87	665.22	761.54	985.17	670.09	866.14	313.86	1348.6	3095.1	0	120230
REV__Q8TBY8	486.33	512.1	740.8	840.03	1551.9	2041.9	2459.8	7842.3	0	290280
REV__Q8TF21	998.86	1752.2	1920.8	1732.8	3454.6	2586.2	3660.6	1686.6	0	89805
REV__Q92835	0	0	0	0	0	0	0	0	0	0
REV__Q96ST3	3102.2	4676.7	3599.6	4090.9	4781.1	3040.7	5207	15335	711.44	484940
REV__Q9NU22	23377	19205	29607	23799	23406	21313	51009	1075.6	1389.5	16122
