Protein IDs	Reporter intensity 1 PNNL SC Chip 1 B	Reporter intensity 2 PNNL SC Chip 1 B	Reporter intensity 3 PNNL SC Chip 1 B	Reporter intensity 4 PNNL SC Chip 1 B	Reporter intensity 5 PNNL SC Chip 1 B	Reporter intensity 6 PNNL SC Chip 1 B	Reporter intensity 7 PNNL SC Chip 1 B	Reporter intensity 8 PNNL SC Chip 1 B	Reporter intensity 9 PNNL SC Chip 1 B	Reporter intensity 10 PNNL SC Chip 1 B
Q96C86	0	0	0	0	0	0	0	0	0	0
Q96CS3	2371.7	996.54	1318.2	1580.9	1978.4	1277.6	1523.4	2081.9	0	91014
Q96CW1	3657.9	1044.6	2702	2653.3	3822.8	1617.4	2783.6	4240.5	0	179980
Q96DI7	1719	783.27	1928.8	1843.2	3065.4	1546.9	1992.2	3984.9	0	107060
Q96EP5	935.21	1992.8	1037	11156	8424.4	1350.5	879.94	1779.2	0	68552
Q96EY1	432.82	0	468.49	511.73	518.81	0	0	476.52	0	6291
Q96FJ2	2707.5	1904.8	3489.1	5729.8	10126	3858.2	3543	8474.3	0	245070
Q96FW1	0	0	0	0	0	0	0	0	0	0
Q96HC4	295.64	0	326.76	506.31	0	612.42	723.36	758.38	0	21960
Q96HE7;Q86YB8	874.91	411.46	1549.3	1682.5	2543	1642.6	1008	3431.2	0	113830
Q96I24	571.75	417.08	845.41	711.62	866.85	832.72	452.89	613.81	0	11145
Q96I99	1306.4	2053.2	2206.7	1433.3	2570.6	1421.9	2059.7	3446.8	0	142700
Q96IX5	499.43	282.41	633.61	556.61	469.39	482.85	610.23	1386.7	0	41474
Q96JB3	947.42	471.94	1011.7	819.14	675.16	0	642.56	1985.9	0	62773
Q96K17	1115	0	679.83	1105.7	1345.4	1105.6	1637.6	4516	0	88347
Q96K80	0	0	0	0	0	0	0	0	0	0
Q96M86	8942.3	27850	13448	24677	43288	12213	7462.6	4467.6	318.31	142710
Q96P70	0	0	0	0	0	0	0	0	0	0
Q96PK6	520.11	0	457.93	587.12	540.03	454.64	638.69	1382.9	0	63996
Q96PU5	662.5	0	0	367.8	623.7	0	337.57	654.42	0	12543
Q96QD8	0	0	0	0	0	0	0	295.52	0	13411
Q96QK1	4704.7	2667.8	5477	6614.5	8018.3	4711.9	4461.1	5444.5	0	182870
Q96QV6;Q8IUE6;P16104	424.35	442.7	731.54	0	1094.4	890.73	0	588.47	0	9418.6
Q96S97	2072.4	1013.3	1198	1804.8	1475	1193.6	1691.6	1650.7	0	62188
Q96TA1	1805.9	348.83	1021.6	1907.9	987.85	907.39	1590	2728	0	81684
Q99439;Q15417	2802.5	1763.4	2755.2	2788.3	4466.9	3076	2673.1	2931.2	0	68353
Q99460	0	0	0	0	334.8	0	0	864.27	0	15711
Q99497	8096.5	6734.3	11124	9586.2	10766	6172.3	5415	9829.3	273.86	288500
Q99536	728.63	416.14	775.25	658.06	2878.1	1644.2	1427.4	2992.4	0	85004
Q99623	12253	3245.7	10684	12079	16326	10386	12175	18610	295.33	637250
Q99700	0	0	0	0	0	0	0	0	0	0
Q99715	320.54	0	329.22	393.6	435.9	499.21	327.28	665.72	0	17297
Q99729	7765.9	2530.4	8484.9	8167.2	10814	6247.2	9297.4	18013	0	646550
Q99757	0	0	0	0	0	0	0	0	0	0
Q99798	13271	6751.6	17135	15249	28975	26602	30484	31877	834.21	1052200
Q99805	0	0	0	0	0	0	0	0	0	0
Q99829	1232.4	1130.5	3252.1	2137.1	5784.4	4417.7	1409.5	1306	0	36927
Q99832	8810.1	3779	9174.6	10221	10612	7911.2	7826.7	14881	0	499600
Q99873;Q9NR22	4701.3	1746	4900.6	3216.7	10677	3320.7	4722.8	9031	428.12	298870
Q99880;Q8N257;Q96A08	203000	43051	224640	182680	260030	251430	151560	273300	13758	13070000
Q9BR76	3246.2	1738.3	2502	1715.8	3993.1	2883.6	5680.8	3725.8	0	108500
Q9BS26	803.92	326.35	1193	523.93	1296.8	536.53	849.45	962.95	0	20275
Q9BSJ8	0	0	0	0	0	0	0	0	0	0
Q9BT78	0	0	0	0	0	0	0	0	0	0
Q9BTT0	2601.7	1847.5	4169.1	3772.7	3614.5	2632.4	3277.8	3373.3	0	125670
Q9BU70	639.53	0	0	419.5	1599.6	460.58	572.78	572.83	0	13724
Q9BUJ2	0	0	0	0	0	0	0	0	0	0
Q9BUN8	2807.8	2228.2	3508.5	2683.1	3840.9	4026	5216.9	4871.3	331.85	157280
Q9BV35	547.09	407.23	505.59	778.66	1242.1	832.56	433.43	458.21	0	29900
Q9BV40	0	0	0	0	0	0	0	0	0	0
Q9BWH2	686.55	825.5	957.9	1086.9	1106.3	1133.5	947.03	1927.4	0	56908
Q9BWJ5	1887.4	2418.1	3645.3	3541.9	5701.5	4958.7	2815.1	3771.3	0	89751
Q9BWM7	3329.6	1596.7	3373.1	3277.3	5321	4558.4	4223.8	6430.7	0	216730
Q9BXP5	798.1	509.14	2657.3	1643.1	2464.9	1516.2	1791.9	3456.3	0	94919
Q9BY67	0	0	0	0	0	0	0	0	0	0
Q9BZH6	5398.5	856.89	6240.2	5956.9	5405.7	3156.1	1812.9	3215.5	0	147330
Q9BZQ8	1969.7	817.25	2058	1178.8	2569.8	1383.3	1141.5	2454.4	0	84109
Q9BZZ5	2299.4	1043.4	2827.8	1935.2	2427.8	2611.6	3840.1	5218	0	162650
Q9C005	1361	0	1300.7	1042.5	2597.5	1867.3	1071.3	2387	0	79983
Q9GZM7	1093.4	1550.7	2098.4	1586.5	3399.6	1492.4	1282.2	1728.5	0	38515
Q9GZZ1	0	0	0	0	0	0	0	0	0	0
Q9H0A0	541.96	0	860.19	605.28	901.76	520.18	353.1	0	0	9290.2
Q9H0R8;O95166	258.11	0	398.54	0	866.72	0	4858.9	8514.4	546.31	302040
Q9H1E3	999.9	343.7	1012	853.05	1337.4	835.92	644.34	1555.8	0	52280
Q9H223	0	0	470.06	485.37	404.32	0	413.4	653.84	0	21181
Q9H299	2391.1	1962.9	3433.1	3189.1	3645.5	2592.9	2757.3	2014.2	0	52979
Q9H307	772.66	514.24	806.24	1136.8	1594.8	1173.6	1558.6	1435.6	0	38198
Q9H444	0	0	0	0	0	0	0	0	0	0
Q9H4G4	0	0	235.32	367.07	639.19	277.79	397.24	1315.4	0	48437
Q9H4M9;Q9NZN3;Q9NZN4	3116.5	2860.2	5382.2	4500.5	10313	4771.6	4218.9	5376.9	0	139570
Q9H792	0	0	0	0	0	0	0	0	0	0
Q9H8Y8	0	0	0	0	287.06	291.12	0	463.15	0	14929
Q9H910	0	0	0	0	0	0	0	0	0	0
Q9HAV7	0	0	0	0	0	0	0	0	0	0
Q9HB71	5667.4	2685.4	6397.5	4030.1	8161.6	4935	5667.3	8779.2	0	325640
Q9HD45	465.94	689.35	682.77	1445	1185.9	1412.8	1888.3	2356.2	0	105430
Q9NP72	729.8	374.25	730.75	894.94	776.2	870.2	833.17	1476.4	0	34583
Q9NQC3	4587	1975.4	4427.7	4686.2	4151.7	2591.5	3726.6	8512.2	0	182030
Q9NQG5	0	0	382.91	0	546.69	0	0	0	0	2490.5
Q9NQW7	1328.1	0	930.03	1546.9	767.62	849.91	444.64	973.5	0	33513
Q9NR30	4492.7	3762.4	7031.7	5698.3	7654.5	5951.6	8169.2	5320.8	377.14	166500
Q9NR31;Q9Y6B6	2573.3	1967.3	3079	3096	2814.1	2318.7	1696.9	2116.2	0	71605
REV__Q9UNY4;Q9NRD9	4493.5	1506.3	3295.5	2401.7	3006.9	3690.3	1288.6	6926.1	0	184380
Q9NRP0	581.71	521.81	860.69	327.65	1080.6	847.15	1573.7	927.51	0	33781
Q9NSD9	334.49	617.87	1009.4	5517.4	1009.5	345.54	377.94	595.3	0	18720
Q9NTK5	0	0	0	0	0	0	0	0	0	0
Q9NVA2;Q14141;Q9P0V9;Q92599	5694	2142.2	4235	2023.9	3837.3	2960.6	2653.1	6382.8	0	183090
Q9NX63	0	0	0	0	0	0	0	0	0	0
Q9NY12	0	0	0	0	0	0	0	0	0	0
Q9NYF8	1210.9	906.36	2208.9	2571.3	2233.6	860.44	1113.8	5979.9	0	135250
Q9NYU2;Q9NYU1	1021.2	821.4	1595	809.36	1193.1	939.88	1391.4	2133.5	0	83807
Q9NZ01	2181.4	3709	4196.8	6011	7654.9	2934.6	1157.5	2676	0	66070
Q9NZJ7	0	0	0	0	0	0	0	0	0	0
Q9NZM1	6226.5	3561.2	8391.7	5972.6	9455.8	6504.1	6256.9	10430	0	300110
Q9NZT1	0	0	0	0	0	0	0	0	0	0
Q9P258	3811.3	3077.7	4854.5	4485.1	6925.8	4593.7	3715	7219.1	356.03	233860
Q9P2E9;REV__Q9P2M7;Q8N4C6	8816.1	2142.1	6349.8	4132.1	6989.9	4622.2	5835.1	12979	0	466460
Q9P2J5	0	0	0	0	0	0	0	0	0	0
Q9P2K5	0	0	0	0	0	0	0	0	0	0
Q9P2R7	2674.2	2475.5	3396.4	3450.3	8355.5	3861	8958.3	5551.6	418.36	183450
Q9UBG0	0	0	334.15	348.4	1054.5	705.08	350.26	592.48	0	19006
Q9UBQ0	797.39	365	746.06	465.08	947	0	0	1042.7	0	28095
Q9UBR2	2964.8	803.11	5510.8	6202.3	8110.1	5082.7	3826.1	8968.9	0	369610
Q9UBS4	3693.6	1059.3	2757.2	1972.4	4161.3	3243.8	2855	5172.2	0	174370
Q9UBT2	638.95	277.24	385.43	416.4	880.47	316.61	609.58	1430.8	0	41529
Q9UBX7	1858.4	886.94	5542.2	1522.7	2039.8	1624	2064.7	7262.4	0	152930
Q9UG63	0	0	0	0	0	0	0	0	0	0
Q9UGI8	1023.8	466.35	967.23	1115.3	970.57	805.2	815.71	1896.1	0	71984
Q9UGP8	0	0	0	0	0	0	0	0	0	0
Q9UHA4	1713.5	284.35	928.56	1192.3	1582.1	1117.3	696.68	765.51	0	21230
Q9UHB6	0	0	0	0	0	0	0	0	0	0
Q9UHD8	0	0	0	0	0	0	0	0	0	0
Q9UHV9	1310.8	700.35	1135.5	939.37	840.71	897.73	0	745.25	0	30171
Q9UHX1	3036.9	1396.7	3306.1	3805.7	5620.2	4294	6667.4	9705.4	336.55	335930
Q9UI15	5272.9	1961.9	5638.9	2906.9	4757.5	3180.2	2379.8	2602.6	0	102090
Q9UII2	2922.9	762.79	3846.6	3836.8	2379.1	2313.2	2424.8	4274.4	0	190000
Q9UIJ7	1316	2048.6	2691.8	2957.8	4192.4	2327	1709.9	5417.4	406.9	101260
Q9UKM9	1660	0	1559.6	1790.4	4161.3	3471.2	2842.4	5726.8	0	193500
Q9UKV3	649.85	464.38	1237.8	756.59	1301.6	708.23	826.29	580.86	0	41139
Q9UL46	0	0	0	0	0	0	0	0	0	0
Q9ULV4	4899.4	3623.6	5975.5	6905.4	7655.3	4739.6	6136.3	8914.4	0	270330
Q9UM00	708.26	0	1155.3	434.86	1370.6	528.01	666.11	457.64	0	25751
Q9UMS0	0	0	0	0	0	0	0	0	0	0
Q9UMS4	1968.4	1139.7	2066.4	1982.2	3065.2	1851.6	2108.8	3085.7	0	96476
Q9UN86	407.4	0	909.78	972.9	793.04	406.57	675.04	1077.4	0	39800
Q9UNF0	0	0	0	0	0	0	0	0	0	0
Q9UNH7	953.78	330.15	390.13	467.26	1010.4	800.93	839.25	1158.7	0	38624
Q9UNL2	2195	1250.5	2615.2	2812.4	2274.4	2626.2	2676.2	2402.1	0	72341
Q9UNM6	2350.2	1410.1	3527.8	3144.3	4000.8	2159.7	2269.8	5615	0	170440
Q9UNZ2	6494.5	6375.7	14417	7432.7	8837.8	8429.3	4947.8	1907.1	495.85	42828
Q9UPN3	0	0	0	0	0	0	0	0	0	0
Q9UQ80	7692	3305.1	8252.7	9183.9	9545.8	5813	8105.4	13304	0	503740
Q9UQE7	1110.9	0	935.14	721.48	1873.1	1496.8	793.59	2454.3	0	66202
Q9Y224	562.17	1597.3	2113.7	1204.3	2570	2199	629.45	1039.4	0	23395
Q9Y230	0	0	0	373.83	0	0	355.15	1091.4	0	29240
Q9Y262	3299.1	1242.9	4827.6	4694.6	6117.4	3181	4298.5	7248.4	0	248170
Q9Y265	387.8	280	1079.6	241.17	654.62	623.39	812.65	972.84	0	37005
Q9Y266	2199.5	1307.8	2925.4	7703.9	5190.5	1432	2228.8	6420.7	296.84	143390
Q9Y277	2959.9	1413.7	3602.8	4215.1	6551.6	3155	5664.5	8409.4	353.03	314040
Q9Y285	0	0	0	0	0	0	0	0	0	0
Q9Y2B0	3795.9	3810.9	5460.9	5171.9	6077.6	4527.6	5542.5	1651.5	0	33310
Q9Y2V2	0	659.2	1017.4	522.48	810.98	0	505.06	0	0	8027.3
Q9Y2W1	2494.3	439.89	2423	2065	2267.9	2759.7	2093.2	5339.2	0	148720
Q9Y2X3	1237.1	1969.2	5008	1153.3	2603.2	939.9	1663.1	1503.1	0	62801
Q9Y383;Q9NQ29	2114	10938	17486	5960.9	5184.1	3753.1	2266	2484.7	0	95747
Q9Y3B3	982.09	0	822.45	914.72	1302.5	1457.6	915.4	1109.5	0	33138
Q9Y3D6	0	387.91	636.71	768.6	495.68	763.07	594.52	1447.6	0	44315
Q9Y3E0	0	0	0	0	0	0	0	0	0	0
Q9Y3E5	795.77	0	717.54	576.35	972.25	843.2	763.67	2759.5	0	43719
Q9Y3F4	3759.6	1201.4	3480.8	3978.1	4159.5	2784	5386.1	8405.8	0	286590
Q9Y3I0	607.47	0	372.14	811.45	1493	429.42	1134.7	2106.7	0	64695
Q9Y3U8	0	0	0	0	0	0	0	0	0	0
Q9Y3Z3	762.2	0	886.06	770.96	1533.9	1186.2	1163.1	3484.5	0	92475
Q9Y490	19075	19275	22641	23987	29775	20175	18606	27394	0	855570
Q9Y4L1	6400.8	3631.1	6416.8	6060.9	6117.5	4198.3	10612	15113	2082.1	385640
Q9Y512	0	0	0	0	0	0	0	0	0	0
Q9Y5B9	1414.2	2071.3	1057	2620.2	1486.9	730.56	3406	6497.1	0	308970
Q9Y5K6	786.59	794.6	1232.3	840.52	1655.2	639.76	513.47	848.38	0	23727
Q9Y5L4	7448.6	8535.1	10038	12618	14739	12601	13361	2507.1	1249.7	25238
Q9Y5M8	0	0	0	0	0	0	0	0	0	0
Q9Y5S9	661.83	0	398.83	708.05	645.13	809.49	648.65	1964.3	0	77784
Q9Y617	2801.3	1281.1	3063.6	2397.3	5073	2029.6	2119.1	3534.7	0	112430
Q9Y666	0	506.62	496.66	546.62	2010.4	1092.4	1051	1350.5	0	33051
Q9Y678	0	561.35	469.48	0	401.11	475.08	627.36	294.23	0	19645
Q9Y696	3125.3	859.72	3672.3	3697	3762.3	3049.3	2313.6	3902.9	0	115230
Q9Y6C9	734.09	778.06	1081	2135.8	3495.4	1512.9	920.97	1816.4	0	77354
Q9Y6G9	0	0	0	0	0	0	0	0	0	0
Q9Y6K9	0	0	0	0	0	0	0	0	0	0
REV__O15360	0	0	0	0	0	0	0	0	0	0
REV__O60437	0	0	0	0	0	0	0	0	0	0
REV__O60506	0	0	0	0	0	0	0	0	0	0
REV__P33991	0	0	756.95	0	604.21	514.83	1309.7	1453.2	0	53381
REV__P35052	0	0	0	0	0	0	0	0	0	0
REV__P98196;REV__Q9Y2G3	4086.9	980.03	1570.7	1482.1	3444.3	3449.7	4374.5	8958.4	343.83	326820
REV__Q14C87	977.39	447.65	639.32	818.85	1042	0	1415.9	1754.5	0	88891
REV__Q8TBY8	0	0	0	0	0	0	0	0	0	0
REV__Q8TF21	0	0	0	0	0	0	0	0	0	0
REV__Q92835	743.72	750.31	1070.7	1355	1950.3	1370.9	4535.9	7781.8	0	385000
REV__Q96ST3	6895.8	3076.2	4420.2	6218	5908.4	4753	10738	30649	1119.9	959340
REV__Q9NU22	98050	91508	106630	120980	179600	141890	178050	6821.4	4849.1	29010
